文物编号,ALR_Na2O,ALR_K2O,ALR_CaO,ALR_MgO,ALR_Al2O3,ALR_Fe2O3,ALR_CuO,ALR_PbO,ALR_BaO,ALR_P2O5,ALR_SrO,ALR_SnO2,ALR_SO2,CLR_SiO2,CLR_Na2O,CLR_K2O,CLR_CaO,CLR_MgO,CLR_Al2O3,CLR_Fe2O3,CLR_CuO,CLR_PbO,CLR_BaO,CLR_P2O5,CLR_SrO,CLR_SnO2,CLR_SO2
34,-4.493679809954728,-4.963683439200464,-3.825850437379073,-5.025558842918551,-3.0949629288362805,-4.332411662358606,-3.16527942725374,0.2631379256425029,-1.2748039850865274,-4.656198739452503,-5.091516810710349,-5.138036826345242,-5.2921875061725,3.5779308921447184,-0.9157489178100096,-1.3857525470557452,-0.24791954523435414,-1.4476279507738328,0.4829679633084383,-0.7544807702138874,0.41265146489097837,3.8410688177872214,2.303126907058191,-1.0782678473077845,-1.5135859185656302,-1.5601059342005228,-1.7142566140277813
35,-5.104580906938784,-7.0887122688142945,-5.155874201326334,-5.636459939902607,-3.823647061476719,-5.960247016996504,-6.020871638812938,-1.0949775731717735,-2.4513389423315686,-5.055790742769352,-8.100313180492774,-5.748937923329297,-5.903088603156555,4.796059999965679,-0.3085209069731049,-2.292652268848616,-0.35981420136065545,-0.8403999399369281,0.9724129384889593,-1.164187017030825,-1.22481163884726,3.701082426793905,2.3447210576341098,-0.25973074280367303,-3.304253180527096,-0.9528779233636182,-1.1070286031908767
36,-2.8805640595131448,-5.644184111770166,-4.6723235287412,-5.1262410202353115,-3.2080676261515975,-4.8175055385856975,-4.0637337362093175,0.05026926759751707,-1.2957511943844338,-6.337331292330111,-5.192198988027108,-5.238719003662001,-5.39286968348926,3.844230036821559,0.9636659773084146,-1.7999540749486063,-0.8280934919196404,-1.2820109834137519,0.6361624106699622,-0.9732755017641384,-0.2195036993877581,3.8944993044190763,2.5484788424371256,-2.4931012555085514,-1.347968951205549,-1.3944889668404419,-1.5486396466677004
37,-5.012633296758929,-5.566018534943716,-4.212876381140725,-5.544512329722751,-3.0957106845768676,-6.561446587376595,-2.9944024861239895,-1.2491102996492267,-1.7603226958044906,-3.7179061291645286,-5.267525546387719,-5.656990313149442,-2.7988794174714986,3.817023907305034,-1.1956093894538944,-1.7489946276386812,-0.39585247383569105,-1.7274884224177176,0.7213132227281666,-2.74442268007156,0.8226214211810449,2.5679136076558073,2.0567012115005436,0.09911777814050562,-1.4505016390826846,-1.8399664058444076,1.0181444898335354
38,-3.17230059721916,-6.394806190137939,-3.8800465772002575,-4.942553861226251,-2.550478197481145,-4.73225845238989,-3.809094841227973,0.4037428038477619,-1.2130226398458541,-4.228353271468474,-4.3859822156720565,-5.055031844652941,-5.2091825244802,3.5120977435110268,0.3397971462918673,-2.882708446626912,-0.3679488336892306,-1.4304561177152242,0.9616195460298824,-1.2201607088788633,-0.2969970977169462,3.9158405473587887,2.299075103665173,-0.7162555279574464,-0.8738844721610296,-1.5429341011419142,-1.6970847809691727
39,-4.183956720911787,-6.168088082787299,-3.1633059737133897,-4.715835753875611,-3.960813169597578,-5.732770011529453,-3.3954993605475177,0.8436995575187708,-1.290811036132898,-3.1192459839193596,-3.7619623108524127,-4.8283137373023015,-4.98246441712956,3.4613833571985997,-0.722573363713188,-2.706704725588699,0.29807738348520985,-1.2544523966770111,-0.49942981239897827,-2.2713866543308536,0.06588399665108215,4.305082914717371,2.170572321065702,0.34213737327924015,-0.30057895365381315,-1.3669303801037012,-1.5210810599309597
40,-3.7322980744814576,-5.716429436356968,-2.190068911740807,-4.26417710744528,-3.614515038825074,-4.476738549428953,-5.716429436356968,1.435483408421855,-0.9153934684671652,-2.2450277960215645,-3.201669823419287,-4.376655090871971,-4.530805770699229,3.110337506835205,-0.6219605676462524,-2.6060919295217637,0.9202685950943978,-1.1538396006100757,-0.5041775319898689,-1.3664010425937483,-2.6060919295217637,4.54582091525706,2.19494403836804,0.8653097108136404,-0.09133231658408199,-1.2663175840367655,-1.4204682638640242
41,-3.8318969609488613,-3.736586781144536,-1.31420048833787,-1.9113046198778378,-1.7126339250823537,-2.3333906092220427,-4.576337435896357,0.8713069653105956,-0.6373138286497051,-0.9060508148590367,-3.670628813352739,-4.476253977339375,-4.630404657166633,2.3475497104690533,-1.4843472504798076,-1.3890370706754829,1.0333492221311833,0.43624509059121563,0.6349157853866999,0.014159101247010922,-2.2287877254273036,3.218856675779649,1.7102358818193484,1.4414988956100168,-1.3230791028836855,-2.128704266870321,-2.2828549466975794
43,-3.752734147744764,-5.736865509620275,-1.0751431541272625,-2.91982502480966,-1.7961667042154628,-2.764122754290983,-1.6038831546927605,1.1205529552002682,-1.1734647365084787,-0.284657237243064,-3.425230581106312,-4.3970911641352775,-4.5512418439625355,2.3114195040897547,-1.4413146436550093,-3.4254460055305205,1.2362763499624922,-0.6084055207199055,0.5152527998742921,-0.45270325020122815,0.7075363493969941,3.431972459290023,1.137954767581276,2.0267622668466907,-1.113811077016557,-2.0856716600455227,-2.2398223398727812
45,-3.137127402638728,-6.322728438622057,-4.289806912577114,-4.416558618216258,-2.5060156129982354,-6.5805575479241565,-4.750331797868306,-1.343489998586473,-1.7212012439124664,-7.467860742925059,-5.585129495491278,-5.676101273697004,-5.830251953524263,4.259082931355814,1.121955528717086,-2.063645507266243,-0.0307239812212997,-0.15747568686044353,1.7530673183575785,-2.3214746165683424,-0.49124886651249144,2.915592932769341,2.5378816874433476,-3.208777811569245,-1.3260465641354635,-1.4170183423411902,-1.5711690221684487
46,-4.927434828170108,-5.397438457415844,-6.264939025120567,-3.4983204698672896,-2.4446136848731292,-6.476248118787773,-4.272508860430361,-0.7823179405745845,-1.7025769316243602,-5.620582008730054,-4.855114166590482,-5.571791844560622,-5.72594252438788,4.109987775795219,-0.8174470523748901,-1.287450681620626,-2.154951249325349,0.6116673059279285,1.6653740909220887,-2.3662603429925557,-0.1625210846351427,3.3276698352206338,2.407410844170858,-1.5105942329348354,-0.7451263907952641,-1.4618040687654035,-1.615954748592662
47,-2.4033427570866643,-5.180232561225837,-4.081620272557727,-4.436654527038999,-2.8239432892599297,-6.40746222771604,-4.3731411213166735,-0.7076090311997282,-1.7198991567094581,-6.244943298218264,-4.104877134721994,-5.503005953488887,-5.657156633316146,3.831706283132596,1.4283635260459318,-1.3485262780932403,-0.24991398942513038,-0.6049482439064028,1.0077629938726667,-2.575755944583443,-0.5414348381840769,3.1240972519328682,2.111807126423138,-2.4132370150856683,-0.27317085158939763,-1.671299670356291,-1.8254503501835493
48,-4.19964257592672,-5.1159333078008755,-2.9397621396624887,-3.544716608186973,-1.362759502981542,-3.946940222370966,-6.876921118362177,-1.222201572344981,-1.9872557508508237,-3.881188844808186,-5.3627933857324015,-3.7064718873994504,-5.691297452704437,3.5598488835094306,-0.6397936924172902,-1.5560844242914453,0.6200867438469416,0.015132275322457426,2.1970893805278884,-0.38709133886153596,-3.3170722348527466,2.3376473111644493,1.5725931326586067,-0.32133996129875547,-1.802944502222971,-0.14662300389002023,-2.1314485691950074
49,-4.276318836498239,-6.260450198373751,-1.8383291064979908,-2.9747657038334396,-1.6773397304503914,-2.3520701842241056,-3.716703048562817,0.1716125730633603,-1.5517393334448188,-0.9530829963057961,-4.136556894123081,-4.920675852888753,-5.074826532716012,2.82580327463256,-1.4505155618656798,-3.434646923741191,0.9874741681345688,-0.14896242920087985,1.1484635441821682,0.47373309040845424,-0.8908997739302572,2.99741584769592,1.2740639411877408,1.8727202783267636,-1.3107536194905212,-2.094872578256193,-2.2490232580834513
50,-3.805550760917629,-5.78968212279314,-1.7292391122467212,-3.644282613321507,-2.263321598176979,-3.997922653565085,-2.767042396319225,0.8949296048747869,-0.23601806443625917,-1.0423812605943397,-3.30477547300514,-4.449907777308143,-4.604058457135401,2.624232334638913,-1.1813184262787162,-3.1654497881542274,0.8949932223921919,-1.020050278682594,0.36091073646193406,-1.3736903189261722,-0.1428100616803121,3.5191619395136997,2.3882142702026536,1.5818510740445733,-0.680543138366227,-1.8256754426692294,-1.979826122496488
51,-4.050915004294764,-6.035046366170276,-1.6632996621161433,-2.8569925358223305,-1.7787891187854277,-3.3515372739841833,-3.0763553642966337,0.6894414542483945,-0.944088683235187,-1.0034207961821842,-4.076232812279055,-3.8896468566986426,-4.8494227005125365,2.6347361228663546,-1.41617888142841,-3.400310243303921,0.9714364607502113,-0.22225641295597556,0.855947004080927,-0.7168011511178287,-0.4416192414302791,3.3241775771147495,1.6906474396311677,1.6313153266841707,-1.4414966894127,-1.2549107338322878,-2.2146865776461815
52,-3.049195343422815,-6.148468295917646,-2.4282663706746694,-3.8458832029236008,-3.0996261970497074,-4.717722172226922,-3.604721146106713,0.6109978784692789,-1.091643619352016,-1.5058271785000616,-4.069026754237811,-4.808693950432649,-4.962844630259907,3.051494355902517,0.002299012479701949,-3.0969739400151295,0.623227985227848,-0.7943888470210836,-0.0481318411471901,-1.6662278163244049,-0.5532267902041957,3.662492234371796,1.9598507365505011,1.5456671774024555,-1.0175323983352935,-1.7571995945301317,-1.91135027435739
54,-4.019980146933238,-4.243123698247448,-1.9436684982623302,-2.8568293371275577,-1.6805810808164763,-5.568793437550904,-3.290018993250577,0.9119726251285487,-1.1520812448891322,-1.659126145815217,-3.231522786568968,-4.664337163323752,-4.81848784315101,2.729755553629147,-1.2902245933040912,-1.513368144618301,0.7860870553668169,-0.1270737834984104,1.0491744728126708,-2.839037883921757,-0.5602634396214297,3.641728178757696,1.577674308740015,1.0706294078139302,-0.5017672329398211,-1.9345816096946047,-2.088732289521863
55,-2.8950757240298466,-6.792446452671122,-3.769806726197207,-5.340194123759434,-3.520460802488973,-6.357128381413276,-4.04284724865604,-0.39794398311258694,-1.8188524302552156,-4.941846483420134,-7.804047364349602,-5.452672107186125,-5.606822787013383,4.195724615325211,1.3006488912953638,-2.5967218373459118,0.42591788912800327,-1.144469508434224,0.6752638128362373,-2.1614037660880663,0.15287736666917065,3.797780632212623,2.3768721850699945,-0.7461218680949235,-3.6083227490243917,-1.256947491860914,-1.4110981716881725
56,-4.288745644670656,-6.272877006546167,-3.181834553187852,-4.82062467763448,-2.757269273706268,-5.837558935288322,-3.608177246317571,0.3471961999841887,-0.6348459094527469,-2.440290831766056,-7.284477918224647,-4.933102661061169,-5.087253340888428,3.628561557054298,-0.6601840876163583,-2.6443154494918693,0.44672700386644665,-1.1920631205801813,0.8712922833480303,-2.2089973782340238,0.020384310736727064,3.9757577570384868,2.9937156476015514,1.188270725288242,-3.655916361170349,-1.3045411040068713,-1.4586917838341298
57,-4.151826997635463,-6.135958359510974,-2.965509128548248,-4.683706030599287,-2.4562113889603103,-5.700640288253129,-3.087116260643035,0.5733459807473247,-0.38482976425757476,-6.587943483254032,-7.147559271189454,-4.796184014025976,-4.950334693853235,3.7481766928559566,-0.40365030477950653,-2.387781666655018,0.7826675643077088,-0.9355293377433298,1.2919653038956462,-1.952463595397172,0.6610604322129217,4.3215226736032815,3.3633469285983817,-2.839766790398075,-3.3993825783334977,-1.0480073211700198,-1.2021580009972783
58,-4.330404338802857,-4.492923268300632,-2.164211870714366,-3.6498359404497718,-2.155652617318696,-3.5649364966632855,-2.27308060237664,0.2583823679347106,-1.3781016231762018,-1.2180007584451729,-4.841229962568847,-4.97476135519337,-5.128912035020629,2.85097632150684,-1.4794280172960168,-1.6419469467937917,0.6867644507924741,-0.7988596189429316,0.6953237041881439,-0.7139601751564454,0.5778957191302,3.1093586894415504,1.4728746983306382,1.6329755630616671,-1.9902536410620075,-2.1237850336865303,-2.2779357135137883
